;	90	450.5          	occurrences in window	81	[441,460]
;	91	470.5          	occurrences in window	82	[461,480]
;	92	490.5          	occurrences in window	83	[481,500]
;	93	510.5          	occurrences in window	84	[501,520]
;	94	530.5          	occurrences in window	85	[521,540]
;	95	550.5          	occurrences in window	86	[541,560]
;	96	570.5          	occurrences in window	87	[561,580]
;	97	590.5          	occurrences in window	88	[581,600]
;	98	610.5          	occurrences in window	89	[601,620]
;	99	630.5          	occurrences in window	90	[621,640]
;	100	650.5          	occurrences in window	91	[641,660]
;	101	670.5          	occurrences in window	92	[661,680]
;	102	690.5          	occurrences in window	93	[681,700]
;	103	710.5          	occurrences in window	94	[701,720]
;	104	730.5          	occurrences in window	95	[721,740]
;	105	750.5          	occurrences in window	96	[741,760]
;	106	770.5          	occurrences in window	97	[761,780]
;	107	790.5          	occurrences in window	98	[781,800]
;	108	810.5          	occurrences in window	99	[801,820]
;	109	830.5          	occurrences in window	100	[821,840]
;	110	850.5          	occurrences in window	101	[841,860]
;	111	870.5          	occurrences in window	102	[861,880]
;	112	890.5          	occurrences in window	103	[881,900]
;	113	910.5          	occurrences in window	104	[901,920]
;	114	930.5          	occurrences in window	105	[921,940]
;	115	950.5          	occurrences in window	106	[941,960]
;	116	970.5          	occurrences in window	107	[961,980]
;	117	990.5          	occurrences in window	108	[981,1000]
;	118	1010.5         	occurrences in window	109	[1001,1020]
;	119	1030.5         	occurrences in window	110	[1021,1040]
;	120	1050.5         	occurrences in window	111	[1041,1060]
;	121	1070.5         	occurrences in window	112	[1061,1080]
;	122	1090.5         	occurrences in window	113	[1081,1100]
;	123	1110.5         	occurrences in window	114	[1101,1120]
;	124	1130.5         	occurrences in window	115	[1121,1140]
;	125	1150.5         	occurrences in window	116	[1141,1160]
#seq	id	occ	chi2	df	Pval	Eval	sig	rank	-1149.5	-1129.5	-1109.5	-1089.5	-1069.5	-1049.5	-1029.5	-1009.5	-989.5	-969.5	-949.5	-929.5	-909.5	-889.5	-869.5	-849.5	-829.5	-809.5	-789.5	-769.5	-749.5	-729.5	-709.5	-689.5	-669.5	-649.5	-629.5	-609.5	-589.5	-569.5	-549.5	-529.5	-509.5	-489.5	-469.5	-449.5	-429.5	-409.5	-389.5	-369.5	-349.5	-329.5	-309.5	-289.5	-269.5	-249.5	-229.5	-209.5	-189.5	-169.5	-149.5	-129.5	-109.5	-89.5	-69.5	-49.5	-29.5	-9.5	10.5	30.5	50.5	70.5	90.5	110.5	130.5	150.5	170.5	190.5	210.5	230.5	250.5	270.5	290.5	310.5	330.5	350.5	370.5	390.5	410.5	430.5	450.5	470.5	490.5	510.5	530.5	550.5	570.5	590.5	610.5	630.5	650.5	670.5	690.5	710.5	730.5	750.5	770.5	790.5	810.5	830.5	850.5	870.5	890.5	910.5	930.5	950.5	970.5	990.5	1010.5	1030.5	1050.5	1070.5	1090.5	1110.5	1130.5	1150.5
c	c	160812	253.3	115	2.7e-12	1.1e-11	10.97	1	3	8	1	6	7	6	14	24	12	9	21	9	9	23	13	23	32	34	55	50	51	69	92	119	144	187	212	255	304	337	393	441	496	554	697	817	963	1110	1287	1634	1790	2058	2268	2590	3003	3453	3813	4174	4703	4797	4880	4881	4764	4864	4872	4865	5016	4902	4760	4656	4793	4763	4700	4640	4729	4549	4482	4369	3953	3785	3264	2843	2428	2141	1954	1729	1481	1338	1102	869	755	683	541	479	432	359	287	271	269	214	172	151	121	76	66	63	66	47	37	29	14	16	12	8	16	23	14	7	10	10	4	1	2	3	9	3
a	a	174215	186.4	115	2.9e-05	0.00012	3.93	2	4	3	8	5	5	10	7	2	11	16	12	15	19	11	19	17	24	55	77	70	67	78	96	156	192	233	278	322	361	381	444	514	530	685	814	955	1057	1290	1494	1686	2008	2236	2569	2905	3293	3735	4206	4515	4597	4908	4879	5006	4902	5070	5000	4997	4970	5028	5095	5184	5198	5122	5115	5199	5129	5059	4800	4735	4526	4043	3576	3225	2882	2530	2128	2008	1684	1480	1222	1164	955	818	654	539	456	419	382	344	301	242	227	175	172	94	89	76	66	51	41	14	17	18	16	16	11	10	6	10	8	6	4	8	6	7	5	1
t	t	174024	155.2	115	7.4e-03	0.03	1.53	3	2	7	4	7	2	2	11	10	10	9	15	19	17	17	15	13	30	36	51	73	80	106	112	167	174	220	219	291	299	339	422	493	586	638	790	910	1088	1245	1494	1763	1999	2214	2447	2719	3165	3595	4067	4426	4875	4879	4984	4985	5200	4977	5058	5170	4947	5073	5099	5148	5125	5042	5140	5061	5018	5133	5000	4832	4413	4141	3670	3164	2802	2464	2387	1971	1741	1567	1308	1073	944	743	671	573	519	412	368	326	284	221	201	165	142	92	76	58	59	65	38	34	22	11	14	15	12	10	15	10	11	17	6	3	6	6	6	4
g	g	162055	152.0	115	1.2e-02	0.048	1.32	4	2	2	7	2	6	2	6	4	7	10	12	17	15	9	13	18	30	51	53	52	64	62	77	144	186	201	219	261	284	332	331	394	452	567	747	829	965	1119	1376	1480	1711	2053	2292	2595	2901	3352	3779	4165	4315	4557	4760	4791	4833	4836	4839	4770	4874	4848	4912	4917	4706	4893	4865	4916	4849	4721	4764	4512	4160	3760	3421	2888	2626	2275	1970	1702	1566	1295	1080	947	836	731	578	461	437	361	334	299	234	222	209	182	137	82	72	63	57	73	56	36	17	15	18	21	21	17	7	13	11	5	6	8	6	4	0	2
; Host name	rsat
; Job started	2025-11-05.181056
; Job done	2025-11-05.181059
; Seconds	3.35
;	user	3.35
;	system	0.03
;	cuser	0
;	csystem	0
